tweet_id,user_id,episode_id,created_at,updated_at,fb_action_id
,4524940,7529195,2020-01-28 19:30:19 +0000 UTC,2020-01-28 19:30:19 +0000 UTC,
,4524940,7529196,2020-02-03 12:21:35 +0000 UTC,2020-02-03 12:21:35 +0000 UTC,
,4524940,7529197,2020-02-11 12:50:08 +0000 UTC,2020-02-11 12:50:08 +0000 UTC,
,4524940,7529198,2020-02-12 22:02:27 +0000 UTC,2020-02-12 22:02:27 +0000 UTC,
,4524940,7529199,2020-02-15 21:48:40 +0000 UTC,2020-02-15 21:48:40 +0000 UTC,
,4524940,7529885,2020-04-08 22:08:31 +0000 UTC,2020-04-08 22:08:31 +0000 UTC,
,4524940,7531688,2020-06-13 13:01:15 +0000 UTC,2020-06-13 13:01:15 +0000 UTC,
,4524940,7532080,2020-05-27 17:48:29 +0000 UTC,2020-05-27 17:48:29 +0000 UTC,
,4524940,7537283,2020-03-18 10:10:01 +0000 UTC,2020-03-18 10:10:01 +0000 UTC,
,4524940,7542903,2020-03-10 12:52:46 +0000 UTC,2020-03-10 12:52:46 +0000 UTC,
,4524940,7542906,2020-03-09 12:02:24 +0000 UTC,2020-03-09 12:02:24 +0000 UTC,
,4524940,7549557,2020-05-28 20:01:05 +0000 UTC,2020-05-28 20:01:05 +0000 UTC,
,4524940,7549560,2020-05-30 19:44:46 +0000 UTC,2020-05-30 19:44:46 +0000 UTC,
,4524940,7549561,2020-05-31 11:20:31 +0000 UTC,2020-05-31 11:20:31 +0000 UTC,
,4524940,7549563,2020-05-31 18:14:31 +0000 UTC,2020-05-31 18:14:31 +0000 UTC,
,4524940,7549564,2020-06-01 11:42:54 +0000 UTC,2020-06-01 11:42:54 +0000 UTC,
,4524940,7549565,2020-06-02 12:42:35 +0000 UTC,2020-06-02 12:42:35 +0000 UTC,
,4524940,7549566,2020-06-02 18:28:38 +0000 UTC,2020-06-02 18:28:38 +0000 UTC,
,4524940,7549568,2020-06-03 18:44:49 +0000 UTC,2020-06-03 18:44:49 +0000 UTC,
,4524940,7550513,2020-03-06 22:11:57 +0000 UTC,2020-03-06 22:11:57 +0000 UTC,
,4524940,7555473,2020-03-19 07:44:03 +0000 UTC,2020-03-19 07:44:03 +0000 UTC,
,4524940,7555474,2020-03-26 07:30:30 +0000 UTC,2020-03-26 07:30:30 +0000 UTC,
,4524940,7555475,2020-04-01 21:48:53 +0000 UTC,2020-04-01 21:48:53 +0000 UTC,
,4524940,7555476,2020-04-09 22:57:08 +0000 UTC,2020-04-09 22:57:08 +0000 UTC,
